# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Tue May 29 06:38:00 2018
#
# CONSTRAINT:  where (koi_pdisposition like 'CANDIDATE'
# CONSTRAINT:  and koi_period < 16
# CONSTRAINT:  and koi_prad > 4
# CONSTRAINT:  )
#
# COLUMN kepid:          KepID
# COLUMN kepoi_name:     KOI Name
# COLUMN kepler_name:    Kepler Name
# COLUMN koi_disposition: Exoplanet Archive Disposition
# COLUMN koi_pdisposition: Disposition Using Kepler Data
# COLUMN koi_score:      Disposition Score
# COLUMN koi_fpflag_nt:  Not Transit-Like False Positive Flag
# COLUMN koi_fpflag_ss:  Stellar Eclipse False Positive Flag
# COLUMN koi_fpflag_co:  Centroid Offset False Positive Flag
# COLUMN koi_fpflag_ec:  Ephemeris Match Indicates Contamination False Positive Flag
# COLUMN koi_period:     Orbital Period [days]
# COLUMN koi_time0bk:    Transit Epoch [BKJD]
# COLUMN koi_impact:     Impact Parameter
# COLUMN koi_duration:   Transit Duration [hrs]
# COLUMN koi_depth:      Transit Depth [ppm]
# COLUMN koi_prad:       Planetary Radius [Earth radii]
# COLUMN koi_teq:        Equilibrium Temperature [K]
# COLUMN koi_insol:      Insolation Flux [Earth flux]
# COLUMN koi_model_snr:  Transit Signal-to-Noise
# COLUMN koi_tce_plnt_num: TCE Planet Number
# COLUMN koi_tce_delivname: TCE Delivery
# COLUMN koi_steff:      Stellar Effective Temperature [K]
# COLUMN koi_slogg:      Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN koi_srad:       Stellar Radius [Solar radii]
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN koi_kepmag:     Kepler-band [mag]
#
loc_rowid,kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_time0bk,koi_impact,koi_duration,koi_depth,koi_prad,koi_teq,koi_insol,koi_model_snr,koi_tce_plnt_num,koi_tce_delivname,koi_steff,koi_slogg,koi_srad,ra,dec,koi_kepmag
1424,6046540,K00200.01,Kepler-74 b,CONFIRMED,CANDIDATE,0.9980,0,0,0,0,7.340714946,134.3457036,0.5680,2.99870,8.5105e+03,14.31,1155.0,421.03,856.30,1,q1_q17_dr25_tce,6056.00,4.191,1.4980,293.092530,41.355518,14.412
1565,10619192,K00203.01,Kepler-17 b,CONFIRMED,CANDIDATE,1.0000,0,1,0,0,1.485710994,132.7935653,0.1050,2.28740,2.0824e+04,14.48,1562.0,1404.81,1176.60,1,q1_q17_dr25_tce,5624.00,4.432,1.0180,298.395260,47.815010,14.141
13,6922244,K00010.01,Kepler-8 b,CONFIRMED,CANDIDATE,0.9980,0,0,0,0,3.522498429,121.1194228,0.6310,3.19843,9.1457e+03,14.59,1521.0,1264.67,1741.50,1,q1_q17_dr25_tce,6225.00,4.169,1.4510,281.288120,42.451080,13.563
7553,11455795,K07446.01,,CANDIDATE,CANDIDATE,0.3680,0,0,0,0,1.057335679,131.7920070,0.2620,1.57950,4.7337e+04,14.59,1276.0,623.51,476.00,1,q1_q17_dr25_tce,4664.00,4.594,0.6830,292.184170,49.310040,15.414
3153,5443837,K00554.01,,CANDIDATE,CANDIDATE,1.0000,0,0,0,0,3.658497070,170.5438100,0.9060,2.57300,4.3980e+03,14.61,1583.0,1486.35,47.00,1,q1_q17_dr25_tce,5857.00,3.972,1.8220,290.351140,40.687000,14.545
2488,11197853,K02813.01,,CANDIDATE,CANDIDATE,1.0000,0,0,0,0,0.698461304,131.8513800,0.4590,0.78870,1.3440e+02,14.81,5173.0,168689.02,16.10,1,q1_q17_dr25_tce,4676.00,2.577,12.5580,295.342220,48.856152,13.586
724,8191672,K00018.01,Kepler-5 b,CONFIRMED,CANDIDATE,0.7540,0,1,0,0,3.548465446,122.9014315,0.0750,4.56904,7.2515e+03,14.92,1640.0,1708.28,2486.50,1,q1_q17_dr25_tce,6290.00,4.074,1.7460,299.407010,44.035053,13.369
949,11517719,K01416.01,Kepler-840 b,CONFIRMED,CANDIDATE,0.9200,0,1,0,0,2.495780169,135.3369480,0.1330,4.27210,2.5070e+04,15.75,1408.0,929.47,171.40,1,q1_q17_dr25_tce,6039.00,4.426,0.9920,296.507390,49.457291,14.152
5623,6603756,K01729.01,,CANDIDATE,CANDIDATE,0.9210,0,1,0,0,5.204286663,135.8853140,0.2720,6.25980,3.5221e+04,16.00,934.0,180.12,153.00,1,q1_q17_dr25_tce,5332.00,4.471,0.8600,291.091610,42.058479,15.424
12,10666592,K00002.01,Kepler-2 b,CONFIRMED,CANDIDATE,1.0000,0,1,0,0,2.204735417,121.3585417,0.2240,3.88864,6.6747e+03,16.10,2048.0,4148.92,5945.90,1,q1_q17_dr25_tce,6440.00,4.019,1.9520,292.247280,47.969521,10.463
2174,9019191,K02604.01,,CANDIDATE,CANDIDATE,0.7420,0,0,0,0,14.433483260,143.6078300,1.1850,2.66300,5.2680e+02,16.25,558.0,22.91,14.80,1,q1_q17_dr25_tce,4915.00,4.627,0.7020,290.824370,45.355019,15.323
1560,11017901,K01800.01,Kepler-447 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,7.794302043,137.2603850,1.0600,1.10810,3.3874e+03,16.51,882.0,142.82,159.20,1,q1_q17_dr25_tce,5494.00,4.405,0.9820,285.268590,48.560009,12.394
3521,5780885,K00097.01,Kepler-7 b,CONFIRMED,CANDIDATE,0.9990,0,1,0,0,4.885488596,134.2768785,0.3610,5.16165,7.4584e+03,16.66,1496.0,1182.79,2590.10,1,q1_q17_dr25_tce,6036.00,3.968,1.9090,288.581510,41.089809,12.885
3374,4055765,K00100.01,,CANDIDATE,CANDIDATE,1.0000,0,0,0,0,9.966400400,141.1532400,0.9660,5.01270,1.6190e+03,16.89,1578.0,1466.10,125.90,1,q1_q17_dr25_tce,6638.00,3.664,3.0790,291.177920,39.199490,12.598
1339,10019708,K00199.01,Kepler-490 b,CONFIRMED,CANDIDATE,0.9990,0,0,0,0,3.268695042,137.4817205,0.0650,3.45188,1.0091e+04,16.91,1597.0,1539.00,1429.90,1,q1_q17_dr25_tce,5927.00,4.046,1.6910,295.025670,46.956001,14.879
6622,8197176,K05485.01,,CANDIDATE,CANDIDATE,0.2750,0,0,0,0,9.358925400,133.4820000,0.1840,3.16900,1.5270e+03,17.37,1528.0,1288.85,8.90,1,q1_q17_dr25_tce,5188.00,3.327,4.5210,300.885220,44.081329,17.054
1620,5621125,K01814.01,Kepler-959 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,14.800750820,132.8217900,0.3670,5.76200,5.0140e+02,17.38,1912.0,3158.09,54.00,1,q1_q17_dr25_tce,6327.00,3.092,7.6630,292.171170,40.811378,12.538
6432,9481235,K05685.01,,CANDIDATE,CANDIDATE,,0,0,0,0,14.001906400,136.3110000,0.9747,4.25700,3.7610e+02,17.96,1646.0,1736.43,11.60,1,q1_q16_tce,4883.00,2.783,6.5020,297.598050,46.043770,13.814
1261,11804465,K00020.01,Kepler-12 b,CONFIRMED,CANDIDATE,0.7610,0,0,0,0,4.437962934,171.0091259,0.0690,4.69813,1.6388e+04,18.05,1338.0,757.65,3535.60,1,q1_q17_dr25_tce,5953.00,4.175,1.4150,286.243440,50.040379,13.438
6153,5986270,K05220.01,,CANDIDATE,CANDIDATE,1.0000,0,0,0,0,1.534679933,132.3311630,0.1080,1.72370,4.5660e+02,18.39,3570.0,38505.56,64.60,1,q1_q17_dr25_tce,4965.00,2.863,8.8340,298.380430,41.296391,12.224
508,10232123,K01075.01,,CANDIDATE,CANDIDATE,0.9640,0,1,0,0,1.343767797,133.2758620,0.8910,1.94050,4.7026e+03,18.66,2654.0,11675.38,269.80,1,q1_q17_dr25_tce,6324.00,3.800,2.3120,299.700780,47.291752,13.056
8747,11282568,K07430.01,,CANDIDATE,CANDIDATE,1.0000,0,0,0,0,1.320499473,132.6148800,0.1500,1.18400,2.0400e+02,18.94,4477.0,95168.65,12.00,1,q1_q17_dr25_tce,5172.00,2.693,13.4540,282.939940,49.050289,11.466
8745,11092783,K07408.01,,CANDIDATE,CANDIDATE,1.0000,0,0,0,0,5.159981780,132.6954500,1.3060,3.35600,4.1240e+02,19.07,574.0,25.63,9.90,1,q1_q17_dr25_tce,3900.00,4.727,0.5340,295.830510,48.602261,15.949
2251,9580167,K02548.01,,CANDIDATE,CANDIDATE,1.0000,0,0,0,0,0.827151296,132.0792700,0.2810,1.38500,2.7240e+02,19.10,5171.0,168151.39,8.10,1,q1_q17_dr25_tce,4452.00,2.280,11.8950,288.181980,46.246181,14.992
8782,7174617,K06156.01,,CANDIDATE,CANDIDATE,0.8690,0,1,0,0,1.608363345,131.5843200,0.6080,2.19880,9.6134e+04,19.36,1133.0,390.10,312.30,1,q1_q17_dr25_tce,5022.00,4.668,0.5890,281.593810,42.710011,13.819
2637,11565544,K03013.01,,CANDIDATE,CANDIDATE,0.9980,0,0,0,0,3.765620310,131.7556200,1.1930,1.28800,2.3260e+02,19.39,1084.0,326.20,14.60,1,q1_q17_dr25_tce,5743.00,4.553,0.8530,294.968110,49.556511,14.698
63,11918099,K00780.02,,CANDIDATE,CANDIDATE,0.9930,0,0,0,0,7.240661200,137.7554500,1.1980,0.55800,5.5640e+02,19.45,734.0,68.63,13.70,2,q1_q17_dr25_tce,5005.00,4.595,0.7650,293.833310,50.230350,15.334
2577,5196864,K02695.01,,CANDIDATE,CANDIDATE,1.0000,0,0,0,0,2.503432790,131.9452200,1.1780,1.53400,1.1560e+03,20.23,1147.0,408.12,13.20,1,q1_q17_dr25_tce,5174.00,4.483,0.8400,294.543730,40.313862,15.601
5529,6699368,K01694.01,,CANDIDATE,CANDIDATE,0.8740,0,0,0,0,3.690317047,131.5420940,1.1510,1.37840,4.6550e+02,20.23,1280.0,634.09,43.00,1,q1_q17_dr25_tce,6120.00,4.395,1.0540,294.014920,42.139191,14.336
1942,6525946,K02093.01,,CANDIDATE,CANDIDATE,0.9990,0,0,0,0,6.783413250,136.1046800,0.6650,3.54370,5.0120e+02,20.75,2628.0,11295.61,35.30,1,q1_q17_dr25_tce,5096.00,2.435,8.7690,292.954160,41.934799,15.357
7956,7765528,K01840.02,,CANDIDATE,CANDIDATE,0.8420,0,0,0,0,9.388821600,134.4214400,1.1400,4.15400,1.9270e+02,20.91,963.0,202.91,9.60,2,q1_q17_dr25_tce,5846.00,4.278,1.2400,295.828700,43.425491,14.915
3507,10384962,K00619.01,,CANDIDATE,CANDIDATE,0.6910,0,1,0,0,2.879243323,170.7106360,0.7090,2.62730,4.8050e+04,21.02,1244.0,565.39,200.50,1,q1_q17_dr25_tce,5941.00,4.533,0.8850,281.775540,47.593250,14.371
5924,5391911,K05157.01,,CANDIDATE,CANDIDATE,0.5580,0,0,0,0,0.782068488,131.8940201,0.2790,1.23900,1.1570e+02,21.02,6169.0,343029.57,4.10,1,q1_q17_dr25_tce,4475.00,2.113,20.2370,298.896730,40.578529,11.378
8113,9098590,K07131.01,,CANDIDATE,CANDIDATE,0.6580,0,1,0,0,2.243569483,133.7306188,0.3810,4.14769,6.6328e+04,21.11,1364.0,817.05,1107.70,1,q1_q17_dr25_tce,6081.00,4.526,0.8010,295.188930,45.406170,14.965
607,9941662,K00013.01,Kepler-13 b,CONFIRMED,CANDIDATE,0.8750,0,1,0,0,1.763587535,120.5659254,0.5120,3.16877,4.5906e+03,21.42,3559.0,37958.27,4061.90,1,q1_q17_dr25_tce,9107.00,3.867,3.0310,286.971190,46.868359,9.958
962,10971674,K01296.01,,CANDIDATE,CANDIDATE,0.5650,0,1,0,0,2.380862632,135.3252117,0.6640,4.20416,3.2634e+04,21.65,1480.0,1133.00,2590.60,1,q1_q17_dr25_tce,5821.00,4.297,1.1290,289.790770,48.448139,13.802
1210,5360920,K01675.01,,CANDIDATE,CANDIDATE,1.0000,0,0,0,0,14.623996210,144.4552700,1.2090,2.19300,1.0820e+03,21.92,681.0,50.91,25.00,1,q1_q17_dr25_tce,5753.00,4.570,0.8150,291.337190,40.558201,15.789
5890,5474613,K01599.02,,CANDIDATE,CANDIDATE,0.9890,0,0,0,0,13.616454700,140.9326300,1.1900,5.17500,3.7610e+02,22.29,755.0,76.81,22.60,2,q1_q17_dr25_tce,5823.00,4.472,0.9720,298.373840,40.618420,14.802
2875,11189127,K00347.01,,CANDIDATE,CANDIDATE,0.3510,0,1,0,0,2.671942657,169.8539080,0.9820,1.91190,1.5942e+04,22.36,1458.0,1069.47,97.50,1,q1_q17_dr25_tce,6116.00,4.335,1.0550,291.157380,48.861145,13.318
4622,8379021,K03268.01,,CANDIDATE,CANDIDATE,1.0000,0,0,0,0,11.524828740,134.0816300,1.2050,1.72400,5.7760e+02,22.56,756.0,77.15,16.20,1,q1_q17_dr25_tce,5592.00,4.472,0.8920,296.404480,44.367458,15.595
6520,9724993,K05708.01,,CANDIDATE,CANDIDATE,0.9730,0,0,0,0,7.863361238,131.6854850,0.8690,3.42771,1.8157e+04,22.70,1057.0,294.86,723.30,1,q1_q17_dr25_tce,5615.00,4.136,1.4000,297.313140,46.448212,12.524
5349,12557548,K03794.01,Kepler-1520 b,CONFIRMED,CANDIDATE,0.7610,0,0,0,0,0.653553610,132.0589570,1.2260,1.63000,4.5959e+03,22.95,1437.0,1004.07,217.40,1,q1_q17_dr25_tce,4550.00,4.622,0.6600,290.966220,51.504719,15.692
3178,10285631,K00331.02,,CANDIDATE,CANDIDATE,0.8810,0,0,0,0,10.522866780,137.7884400,1.1200,1.91100,1.3020e+02,23.26,1008.0,243.72,10.10,2,q1_q17_dr25_tce,5548.00,4.038,1.6140,296.183440,47.358761,13.497
5242,8949316,K03849.01,,CANDIDATE,CANDIDATE,0.9550,0,0,0,0,0.604358764,131.6857700,1.1970,1.04230,3.8731e+04,23.28,997.0,235.63,236.80,1,q1_q17_dr25_tce,3569.00,4.820,0.4270,290.518950,45.235371,16.182
2048,8256453,K02573.01,,CANDIDATE,CANDIDATE,1.0000,0,0,0,0,1.347512632,132.1278580,1.2520,1.98170,2.6518e+03,23.45,1346.0,775.18,88.70,1,q1_q17_dr25_tce,5316.00,4.585,0.6850,298.777560,44.119942,15.894
6623,8197406,K05486.01,,CANDIDATE,CANDIDATE,1.0000,0,0,0,0,4.154722420,132.6108900,0.9710,1.79100,2.2430e+03,23.47,2292.0,6522.18,19.70,1,q1_q17_dr25_tce,6996.00,3.627,3.3590,300.941860,44.023651,12.572
3740,4673628,K04056.01,,CANDIDATE,CANDIDATE,0.8380,0,0,0,0,3.951383138,132.0646200,1.2170,1.05820,4.0570e+02,23.51,1083.0,324.78,23.90,1,q1_q17_dr25_tce,5570.00,4.458,0.8990,296.403750,39.722649,14.368
1556,6707908,K02014.01,,CANDIDATE,CANDIDATE,0.9980,0,0,0,0,2.466070972,132.3209700,1.2230,1.95590,7.0450e+02,24.30,1260.0,595.80,42.60,1,q1_q17_dr25_tce,5708.00,4.529,0.8840,296.050420,42.113239,15.601
7351,5716244,K06619.01,,CANDIDATE,CANDIDATE,0.6720,0,1,0,0,1.330333096,132.7855550,0.6920,5.04500,6.1867e+04,24.30,1634.0,1691.25,700.50,1,q1_q17_dr25_tce,5984.00,4.521,0.9060,294.960270,40.986980,15.423
821,9705459,K01448.01,,CANDIDATE,CANDIDATE,0.8670,0,1,0,0,2.486586170,134.1103640,0.0790,2.71890,4.2122e+04,24.39,1461.0,1077.69,91.60,1,q1_q17_dr25_tce,5892.00,4.350,1.1980,289.805210,46.491711,15.418
3803,5436161,K04351.01,,CANDIDATE,CANDIDATE,,0,0,0,0,0.644322147,131.9549070,1.3275,0.89300,1.0766e+03,24.39,1592.0,1516.94,79.60,,,5136.00,4.648,0.6120,287.759160,40.657040,14.999
5680,8376848,K04007.01,,CANDIDATE,CANDIDATE,0.9640,0,0,0,0,11.492711200,133.3086000,1.2120,7.76400,2.9150e+02,25.01,858.0,127.97,18.70,1,q1_q17_dr25_tce,6198.00,4.464,1.0050,295.748990,44.374760,15.472
1264,4840513,K01541.01,,CANDIDATE,CANDIDATE,0.7590,0,1,0,0,2.379282197,133.6513650,0.0030,3.17290,4.8434e+04,25.74,1571.0,1442.19,538.00,1,q1_q17_dr25_tce,6392.00,4.399,1.1620,293.195070,39.907280,15.189
2297,10332213,K02919.01,,CANDIDATE,CANDIDATE,1.0000,0,0,0,0,2.522590567,131.6453400,1.2610,1.40600,2.1020e+02,25.82,1205.0,499.07,18.50,1,q1_q17_dr25_tce,5591.00,4.559,0.8600,288.750730,47.490921,14.816
6610,7107567,K05353.01,,CANDIDATE,CANDIDATE,0.5680,0,1,0,0,0.812592362,131.5564200,1.0070,1.56460,6.9458e+03,25.84,2912.0,16928.43,226.60,1,q1_q17_dr25_tce,7117.00,4.153,1.6400,288.495670,42.695560,14.235
7050,5795648,K06016.01,,CANDIDATE,CANDIDATE,0.8020,0,1,0,0,4.553370029,135.4338980,0.9510,3.22090,2.3692e+04,25.84,1264.0,603.58,570.60,1,q1_q17_dr25_tce,6306.00,4.346,1.1090,293.294400,41.035351,11.471
2052,6922203,K02578.01,,CANDIDATE,CANDIDATE,1.0000,0,0,0,0,13.330948690,133.7863200,1.1990,1.42600,7.2560e+02,25.95,815.0,104.37,17.10,1,q1_q17_dr25_tce,5991.00,4.394,1.0390,281.260130,42.403290,14.847
581,10295951,K01154.01,,CANDIDATE,CANDIDATE,0.8710,0,1,0,0,6.810823723,136.0466700,0.5700,7.98574,1.4447e+04,26.06,1626.0,1656.16,1441.90,1,q1_q17_dr25_tce,7226.00,3.967,2.0790,299.102810,47.377781,12.628
3564,7529266,K00680.01,Kepler-435 b,CONFIRMED,CANDIDATE,0.9990,0,0,0,0,8.600153929,177.6424210,0.2960,9.00150,4.5102e+03,26.52,1703.0,1986.75,1208.10,1,q1_q17_dr25_tce,6093.00,3.475,3.9130,292.287320,43.197281,13.643
3764,10534155,K04345.01,,CANDIDATE,CANDIDATE,0.9940,0,0,0,0,4.327108950,133.4088600,1.1580,1.38700,1.0890e+02,26.60,1397.0,900.23,12.90,1,q1_q17_dr25_tce,5776.00,4.018,1.4550,291.501220,47.747730,13.404
7347,4150611,K03156.01,,CANDIDATE,CANDIDATE,1.0000,0,0,0,0,0.761119678,131.6898600,1.1290,1.43000,1.1120e+03,27.81,2977.0,18660.94,9.70,4,q1_q17_dr25_tce,6911.00,4.038,1.5010,289.742490,39.267059,7.899
5938,6509282,K05287.01,,CANDIDATE,CANDIDATE,1.0000,0,0,0,0,3.989161860,132.2137700,0.0800,1.91300,3.1800e+02,28.10,3293.0,27838.74,16.30,1,q1_q17_dr25_tce,4998.00,2.524,16.1870,287.330410,41.974899,13.560
5756,8435247,K01131.01,,CANDIDATE,CANDIDATE,0.9740,0,0,0,0,0.696125302,354.7670680,1.2190,2.00540,1.4966e+04,28.44,1645.0,1739.43,177.20,1,q1_q17_dr25_tce,5245.00,4.594,0.6740,293.539000,44.494919,15.464
7114,10735988,K06230.01,,CANDIDATE,CANDIDATE,0.6440,0,1,0,0,1.927177921,132.5714740,0.3990,2.77420,1.3614e+05,28.94,1219.0,523.16,204.70,1,q1_q17_dr25_tce,5193.00,4.525,0.7740,293.740110,48.011501,15.706
5733,5942093,K01995.01,,CANDIDATE,CANDIDATE,1.0000,0,0,0,0,14.387247290,131.8513300,1.2620,1.90780,1.9141e+03,29.24,725.0,65.41,43.50,1,q1_q17_dr25_tce,5830.00,4.479,0.8590,284.874540,41.203651,15.264
5534,10028352,K01957.01,,CANDIDATE,CANDIDATE,1.0000,0,0,0,0,1.386802290,132.5320380,1.1150,1.70650,2.4230e+02,29.33,2530.0,9703.01,84.40,1,q1_q17_dr25_tce,6823.00,4.040,2.0370,297.792240,46.935829,12.655
1242,8081482,K01539.01,,CANDIDATE,CANDIDATE,0.4880,0,1,0,0,2.819453322,133.8701410,0.5320,4.41270,7.1867e+04,29.80,1357.0,803.40,202.00,1,q1_q17_dr25_tce,5767.00,4.330,1.0740,284.664000,43.985020,14.569
9451,12307496,K08078.01,,CANDIDATE,CANDIDATE,1.0000,0,0,0,0,0.805941833,132.1278740,1.3390,1.44320,3.1804e+03,29.85,1498.0,1189.65,55.40,1,q1_q17_dr25_tce,5022.00,4.597,0.6720,291.554470,51.043201,14.169
8244,11134079,K07410.01,,CANDIDATE,CANDIDATE,0.4510,0,1,0,0,1.260575815,132.0569049,0.5800,2.36064,1.5428e+05,29.91,1410.0,935.70,781.20,1,q1_q17_dr25_tce,5388.00,4.576,0.7150,290.014010,48.701832,14.864
5923,5390913,K05156.01,,CANDIDATE,CANDIDATE,,0,0,0,0,1.680254289,131.8988280,0.7314,12.58500,5.1633e+04,30.88,1996.0,3753.60,178.70,1,q1_q16_tce,6423.00,4.121,1.2460,298.717500,40.541969,12.075
7924,8112013,K06969.01,,CANDIDATE,CANDIDATE,0.2760,0,0,0,0,1.790518325,132.9384734,0.6430,3.34624,6.1542e+04,32.19,1850.0,2761.65,2493.30,1,q1_q17_dr25_tce,6586.00,4.319,1.2190,296.555940,43.967758,12.450
73,3246984,K00799.01,,CANDIDATE,CANDIDATE,0.7730,0,0,0,0,1.626630225,169.8201710,1.2600,2.11450,1.6206e+03,32.43,1547.0,1355.88,103.60,1,q1_q17_dr25_tce,5735.00,4.410,0.9730,294.368190,38.310280,15.279
7208,12367464,K06250.01,,CANDIDATE,CANDIDATE,0.9910,0,1,0,0,1.853209359,132.2496610,0.9900,1.75430,1.2319e+04,32.99,2100.0,4584.55,238.90,1,q1_q17_dr25_tce,6384.00,4.026,1.7160,296.414370,51.162006,13.085
8720,8479107,K07045.01,,CANDIDATE,CANDIDATE,0.6700,0,1,0,0,0.767576690,131.8190820,0.8210,2.04757,1.5761e+05,34.23,1530.0,1294.42,431.30,1,q1_q17_dr25_tce,5182.00,4.635,0.6270,284.125610,44.550571,14.952
7656,9596187,K07198.01,,CANDIDATE,CANDIDATE,0.6690,0,1,0,0,0.953299962,131.6993090,1.2670,1.69478,2.2366e+03,35.67,2011.0,3850.25,298.00,1,q1_q17_dr25_tce,6183.00,4.407,1.0200,294.991210,46.223572,14.538
2753,9880467,K00326.01,,CANDIDATE,CANDIDATE,0.0050,0,0,0,0,8.973499990,171.0307500,0.5600,3.14080,9.3510e+02,36.00,2262.0,6178.90,44.10,1,q1_q17_dr25_tce,4751.00,2.520,11.5360,286.656040,46.783543,12.960
6694,10004772,K05752.01,,CANDIDATE,CANDIDATE,0.9960,0,0,0,0,1.391716834,132.0993700,0.2330,1.42100,4.1000e+01,36.19,8346.0,1150147.99,9.70,1,q1_q17_dr25_tce,3749.00,0.833,59.6840,288.855680,46.997261,13.710
2781,4252322,K00396.01,,CANDIDATE,CANDIDATE,1.0000,0,0,0,0,14.591504451,180.8515460,1.2100,1.12950,1.4905e+03,36.85,879.0,140.82,68.00,1,q1_q17_dr25_tce,5940.00,4.199,1.3120,288.757810,39.350571,13.311
5578,9655129,K01714.01,,CANDIDATE,CANDIDATE,0.5540,0,1,0,0,2.743978797,133.7641200,1.1380,6.44200,3.9994e+04,38.11,1136.0,392.49,56.50,1,q1_q17_dr25_tce,5334.00,4.492,0.8100,294.248110,46.374008,13.805
9558,11911561,K03875.01,,CANDIDATE,CANDIDATE,1.0000,0,0,0,0,8.870415578,137.4810930,1.2060,1.28640,8.7310e+02,39.46,1151.0,414.26,43.80,1,q1_q17_dr25_tce,6022.00,4.027,1.5140,290.149140,50.239178,13.579
7912,5388229,K06574.01,,CANDIDATE,CANDIDATE,,0,0,0,0,0.618105420,131.7448800,1.2326,6.66600,1.2264e+04,39.52,1994.0,3735.52,118.70,1,q1_q17_dr24_tce,5371.00,4.403,0.9490,298.211180,40.512501,14.684
7709,9635520,K07205.01,,CANDIDATE,CANDIDATE,0.7790,0,0,0,0,2.351826800,134.3520000,1.2300,5.79700,5.7660e+02,39.82,1535.0,1313.37,24.50,1,q1_q17_dr25_tce,5445.00,4.140,1.4260,284.699680,46.375092,14.106
1778,7215678,K02354.01,,CANDIDATE,CANDIDATE,1.0000,0,0,0,0,1.151244686,132.6455100,1.3870,1.27200,2.6960e+02,40.32,1756.0,2253.09,32.60,1,q1_q17_dr25_tce,6086.00,4.511,0.9210,296.066250,42.768219,14.519
6500,7941635,K05449.01,,CANDIDATE,CANDIDATE,0.7680,0,1,0,0,0.762724045,131.6508020,1.2520,1.98818,9.7822e+03,41.02,1860.0,2827.50,451.70,1,q1_q17_dr25_tce,5313.00,4.390,0.9760,283.570100,43.736118,14.500
7566,4282390,K06401.01,,CANDIDATE,CANDIDATE,0.9980,0,0,0,0,1.961343110,132.3056300,1.1590,11.85600,2.0780e+02,41.53,2167.0,5197.02,59.50,1,q1_q17_dr25_tce,6221.00,3.935,2.1980,296.146550,39.396938,13.749
5698,9593528,K03939.01,,CANDIDATE,CANDIDATE,1.0000,0,0,0,0,1.886654450,132.3531000,1.2690,1.34300,2.0980e+03,43.81,1794.0,2453.86,15.80,1,q1_q17_dr25_tce,6296.00,4.247,1.2490,294.028200,46.201771,15.210
7700,7967100,K06941.01,,CANDIDATE,CANDIDATE,0.7910,0,1,0,0,1.927300010,132.3606700,1.2850,18.81200,6.1771e+03,45.99,1614.0,1605.97,351.10,1,q1_q17_dr25_tce,6057.00,4.352,1.1100,294.279210,43.719849,13.943
8411,6452742,K06715.01,,CANDIDATE,CANDIDATE,0.6100,0,1,0,0,0.687772143,131.8669185,1.1660,2.56725,4.0368e+04,46.27,2097.0,4569.67,679.80,1,q1_q17_dr25_tce,5885.00,4.413,0.9330,294.883510,41.800461,14.726
8733,6762188,K05323.01,,CANDIDATE,CANDIDATE,1.0000,0,0,0,0,7.155547398,133.9981010,0.8830,4.57110,2.5688e+03,48.93,2049.0,4166.27,124.60,1,q1_q17_dr25_tce,4992.00,2.947,8.0520,286.551120,42.234798,13.672
5230,5903301,K03692.01,,CANDIDATE,CANDIDATE,0.8130,0,0,0,0,1.160153553,132.1453310,1.2580,2.16452,1.2302e+04,60.47,2183.0,5363.78,552.80,1,q1_q17_dr25_tce,6200.00,4.161,1.3820,298.658330,41.138882,15.149
3316,10157573,K00726.01,,CANDIDATE,CANDIDATE,0.7610,0,0,0,0,5.115750935,173.2659900,1.4750,2.53780,1.0558e+03,60.74,1202.0,493.38,51.80,1,q1_q17_dr25_tce,6398.00,4.411,1.1010,297.432010,47.128551,15.132
6994,8110757,K07865.01,,CANDIDATE,CANDIDATE,0.9750,0,1,0,0,0.518060209,131.9425000,1.2620,1.80620,2.2584e+03,61.49,2921.0,17224.79,140.60,1,q1_q17_dr25_tce,5405.00,3.853,1.7720,296.184780,43.980751,14.463
443,8218274,K01064.01,,CANDIDATE,CANDIDATE,0.5570,0,0,0,0,1.187352427,133.4654540,1.2220,4.99900,2.0703e+04,67.35,2251.0,6067.30,717.40,1,q1_q17_dr25_tce,6424.00,4.186,1.4890,285.063350,44.167885,13.623
7663,10468514,K07331.01,,CANDIDATE,CANDIDATE,0.7010,0,0,0,0,0.849860540,132.0547000,1.2600,1.38750,6.5715e+03,67.45,2260.0,6185.90,100.10,1,q1_q17_dr25_tce,5164.00,3.949,1.6760,291.109740,47.615490,14.319
1054,11820830,K01728.01,,CANDIDATE,CANDIDATE,0.9940,0,0,0,0,12.731938500,138.7314400,1.2780,4.41570,1.1449e+04,70.11,1145.0,405.75,69.90,1,q1_q17_dr25_tce,7238.00,4.221,1.5680,295.216610,50.084332,12.087
4412,5033823,K04546.01,,CANDIDATE,CANDIDATE,1.0000,0,0,0,0,0.741768294,131.5774700,1.2010,0.41640,6.0300e+01,72.36,3380.0,30981.32,14.00,1,q1_q17_dr25_tce,5897.00,3.637,3.1470,297.273250,40.136761,13.469
